substrate_id,MaxAbsEStateIndex,MaxEStateIndex,MinAbsEStateIndex,MinEStateIndex,qed,SPS,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,AvgIpc,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAmideBonds,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumAtomStereoCenters,NumBridgeheadAtoms,NumHAcceptors,NumHDonors,NumHeteroatoms,NumHeterocycles,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,NumSpiroAtoms,NumUnspecifiedAtomStereoCenters,Phi,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
Omeprazole,12.680257542831948,12.680257542831948,0.2772124590576972,-1.3282853048626861,0.7692390365670643,12.333333333333334,345.4240000000001,326.2720000000001,345.11471246799994,126,0,0.19730311802166275,-0.496683562342977,0.496683562342977,0.19730311802166275,1.2083333333333333,2.0,2.7083333333333335,32.19727912980626,10.133554795333618,2.1579900764053646,-2.1098993472995433,2.257856135026659,-2.0468162555717986,7.836007108619992,0.4069013664701304,3.0065977799893377,1.9005728339415109,889.7874646671859,17.26722023457211,14.043928210800422,14.860424791728148,11.528407103102722,7.4434924977827714,8.762424390769594,5.461048939258312,6.827466466577105,3.9017431666317623,5.062023986585719,2.6061450233687733,3.706211926416468,-2.41,353332.36450656696,16.447862009987272,6.604258967706701,2.9892470267127704,142.24467347477622,14.457704428547306,11.49902366656781,5.156436481820707,0.0,0.0,0.0,9.192877013111676,4.9839785209472085,0.0,0.0,0.0,25.980208536304467,23.39011362346868,47.49934716228715,13.682624399764567,21.83297047813683,0.0,14.951935562841626,0.0,24.756764487948743,14.219595082555067,41.21677575524036,0.0,11.49902366656781,9.473725907600098,0.0,11.49902366656781,0.0,33.38042913756116,16.552422649651096,13.847474399381248,16.82083097824245,29.552381258818613,0.0,11.033401435232523,0.0,77.1,10.799569042904308,4.208898492164469,0.0,5.752853606746789,10.905948315104613,33.60374424675888,0.0,20.416438654168143,32.046575604766076,14.951935562841626,9.473725907600098,23.267698295475412,0.0,11.911460062037262,0.4296249055177628,4.159259620358974,1.7757835154263732,5.508893809513398,1.737963283109387,3.8621827815596546,1.902689282557331,0.29411764705882354,24,1,6,0,0,0,0,1,2,3,1,0,5,1,7,2,5,0,0,0,0,1,4.5260808407942,3,2.8997400000000004,93.02110000000003,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Palbociclib,13.329498469858109,13.329498469858109,0.05360289007426555,-0.24763958770403693,0.5754108874418277,16.96969696969697,447.54300000000035,418.31100000000026,447.238273168,172,0,0.2631101892602483,-0.36774019238087546,0.36774019238087546,0.2631101892602483,1.121212121212121,1.878787878787879,2.5454545454545454,16.14864036173816,10.03419045053563,2.254763908327487,-2.2865439690414,2.3166912265298056,-2.430693113111617,5.9901940413527495,0.10104343725790645,3.3426918796909124,1.5077585467519465,1205.6133896442889,22.94901851044682,19.096170153868027,19.096170153868027,16.02487714325259,11.642185309815734,11.642185309815734,8.864198996043623,8.864198996043623,6.720289527548967,6.720289527548967,4.9934249308255225,4.9934249308255225,-3.3300000000000005,53698339.432106696,21.51229275408366,8.897288872412561,4.083227162146443,191.80897057088544,15.533486938863138,11.465039998602755,5.783244946364939,5.948339280986494,5.559266895052008,0.0,14.156174015934997,9.967957041894417,4.9839785209472085,0.0,12.841643245852019,44.38530327385348,43.80393423887613,17.447681337993632,4.794537184071822,34.270234715102546,0.0,24.835823814639312,0.0,45.57260172023325,36.39572395850711,46.007128342667194,0.0,0.0,21.092753833915147,17.453588333505085,0.0,0.0,51.48130578064822,0.0,6.923737199690624,54.57030468800844,29.320958464221192,0.0,11.033401435232523,0.0,105.03999999999999,0.0,9.589074368143644,0.0,22.947804162261903,22.976830771286245,62.93592260450271,6.923737199690624,17.687680419095056,18.329577708536295,25.501443980757557,4.9839785209472085,1.7220685015559585,0.0,41.61756793401892,7.260543005360265,2.293054054456889,0.7993011334920039,4.010464080397758,7.523952218543564,7.106382405507977,0.0,0.4583333333333333,33,2,9,1,1,2,0,0,3,3,0,0,9,2,9,4,5,1,1,2,0,0,5.800032816393633,5,2.965820000000001,128.64690000000007,0,0,0,0,0,4,0,0,0,0,1,1,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Paracetamol,10.524468537414966,10.524468537414966,0.11510204081632636,-0.11510204081632636,0.5950261967780849,9.181818181818182,151.165,142.093,151.063328528,58,0,0.22074743631242583,-0.5079643157925783,0.5079643157925783,0.22074743631242583,1.3636363636363635,1.9090909090909092,2.3636363636363638,16.254688714379636,10.280190859964748,1.9280360590359857,-1.994554073876588,2.125247579160179,-2.0440113126102912,5.88095478459791,-0.1137357833826591,1.9291266251851134,2.7362980721056545,241.2457497788808,8.267584713501616,6.164862962722325,6.164862962722325,5.1815405503520555,3.2490981480278296,3.2490981480278296,2.228060242189872,2.228060242189872,1.1876733148984595,1.1876733148984595,0.7480265991539318,0.7480265991539318,-1.5099999999999998,285.51074052739676,7.595374077976819,3.0531381005525,2.292303972882069,64.66690538413799,10.423315998847038,5.749511833283905,0.0,5.907179729351506,0.0,0.0,4.794537184071822,0.0,0.0,0.0,0.0,24.26546827384644,12.611123474374185,0.0,9.901064578912528,11.594566004035068,0.0,0.0,0.0,6.923737199690624,5.316788604006331,24.26546827384644,0.0,5.749511833283905,5.316788604006331,5.687386274683562,5.749511833283905,0.0,11.013707124192212,4.794537184071822,0.0,6.923737199690624,24.26546827384644,0.0,0.0,0.0,49.33,0.0,4.794537184071822,0.0,11.65669156263541,5.687386274683562,0.0,19.056471336613843,12.13273413692322,0.0,5.316788604006331,5.106527394840706,0.0,0.0,10.524468537414966,11.460032596371882,0.6900925925925929,0.07851095993953194,6.309537037037037,0.0,1.437358276643991,0.0,0.125,11,2,3,0,0,0,1,1,0,1,0,0,2,2,3,0,1,0,0,0,0,0,2.1081569077654403,1,1.3505999999999998,42.41050000000002,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Quinine,11.151855158730157,11.151855158730157,0.1775472411186696,-0.5035449735449744,0.8776016184783941,30.25,324.42400000000004,300.232,324.183778008,126,0,0.1191244457687318,-0.49674293960785865,0.49674293960785865,0.1191244457687318,1.4166666666666667,2.2916666666666665,3.0,16.465326529228633,9.73349193597455,2.4176180621189247,-2.5026996929206415,2.417007461998579,-2.544132574965535,5.834889374235289,-0.04444143492917604,2.6616583780599465,1.6870853618182942,740.7867629229706,16.681433796945207,14.058925674792736,14.058925674792736,11.707039898056804,8.682990361275793,8.682990361275793,6.974393658935868,6.974393658935868,5.8194843766095925,5.8194843766095925,4.444306034250861,4.444306034250861,-1.9099999999999997,512499.65903706464,15.60801064990268,6.187607918654215,2.5024063339993896,142.31342620320487,9.843390348640755,5.749511833283905,0.0,0.0,0.0,0.0,9.883888251797686,0.0,0.0,6.578935683598497,6.076020106833881,61.051131509630814,24.169665021138407,18.730464646642098,9.843390348640755,10.902924932081056,0.0,9.883888251797686,11.835812092322787,24.98745046274828,20.199310353102682,48.68071912758889,0.0,5.749511833283905,4.736862953800049,0.0,5.749511833283905,0.0,41.231566828889044,0.0,11.835812092322787,24.509061125297315,43.11726763589189,0.0,10.902924932081056,0.0,45.59,6.103966387748303,5.106527394840706,0.0,6.041840829147961,11.835812092322787,41.72622269181311,6.4208216229260096,13.30664111289061,24.26546827384644,22.538844042230064,4.736862953800049,5.3495717015634945,0.0,6.858526575753758,12.13080666834635,1.8461944391954317,2.006859364881551,7.95765726390546,5.620374760237224,6.068442171961847,1.661567054154883,0.45,24,1,4,0,3,3,0,1,1,2,5,2,4,1,4,4,4,0,3,3,0,0,4.024010428824048,5,3.1732000000000022,95.02680000000004,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Ribavirin,10.78669674351222,10.78669674351222,0.21968679138321945,-1.2689106198034772,0.44284203167437103,32.88235294117647,244.207,232.111,244.080769484,94,0,0.2878781797929572,-0.39356684310032825,0.39356684310032825,0.2878781797929572,1.5294117647058822,2.235294117647059,2.7058823529411766,16.564090614173764,10.131845766397301,2.4348508618502764,-2.132167058012951,2.277256021077433,-2.328189138538644,5.88020793178647,-0.058813385382370416,2.865366729018536,2.1949092649276896,395.92573881307226,12.576985790260121,8.670986550251778,8.670986550251778,8.04091255785876,4.876887901334242,4.876887901334242,3.6412952034081787,3.6412952034081787,2.5067847681778117,2.5067847681778117,1.6089159889845075,1.6089159889845075,-1.55,9343.960903329446,11.921540359013681,4.372750406697864,2.0017705966337545,95.43976537340616,25.790112615484347,24.639219238009453,6.22790117073487,5.824404497999927,5.907179729351506,0.0,4.794537184071822,9.665781456092393,0.0,5.098681808301038,0.0,0.0,0.0,6.606881964512918,24.85098232239399,5.907179729351506,0.0,14.76446326439343,5.733667477162185,24.53980033397978,6.606881964512918,12.151724572764468,0.0,0.0,5.733667477162185,0.0,0.0,0.0,60.910006306024876,4.736862953800049,0.0,16.846842852806617,6.3273200747645415,0.0,0.0,0.0,143.72,37.053862027844204,15.007591973753234,0.0,5.824404497999927,0.0,11.009123009909725,0.0,0.0,0.0,10.082660329248245,15.577057825802939,6.245635865457294,0.0,14.399394683799446,31.78186780885194,4.9712153565129755,-1.0294151287058022,0.0,-3.2636394557823145,-0.43839246346686767,0.0,0.625,17,5,9,0,1,1,1,0,1,1,4,0,8,4,9,2,3,0,1,1,0,0,3.066465909020122,2,-3.011499999999999,51.54930000000002,0,3,3,0,0,3,0,0,0,0,1,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Risperidone,13.391455125428823,13.391455125428823,0.16054179316354644,-0.302883313202049,0.6577452185749304,18.066666666666666,410.4930000000002,383.27700000000016,410.21180432400007,158,0,0.25648037354974157,-0.35589095870673193,0.35589095870673193,0.25648037354974157,1.2,2.033333333333333,2.8666666666666667,19.14214814206961,9.912007692616614,2.2545034614610344,-2.3090343036165266,2.3236025093767227,-2.368853615876508,5.794442161089781,0.21079440988496267,3.1679844987412777,1.232849230884252,1095.0041172379445,20.664561460070644,17.36378432456077,17.36378432456077,14.597356788324023,10.963062134042449,10.963062134042449,8.580102500215453,8.580102500215453,6.694743712192054,6.694743712192054,4.94383192939046,4.94383192939046,-2.54,12434275.79786954,19.42507820908214,7.945993904374621,3.5548338156190766,174.23929709545146,9.423004667823825,11.641625339045822,5.583020141642242,0.0,5.559266895052007,0.0,9.361636831863176,9.374393568622029,0.0,0.0,5.156663257125445,64.25009226306904,48.138211250384416,5.693927994848461,8.913509984648169,10.969244356107037,0.0,19.607651156714486,0.0,57.911329389320656,19.634269217737724,57.145838104948396,0.0,0.0,5.559266895052007,4.39041504767482,0.0,0.0,39.241920374452214,19.386399651764595,12.740958040736519,54.37690451725928,27.51673332643,0.0,10.969244356107037,0.0,64.16,0.0,9.184952231746642,0.0,11.376487736097902,11.500926187803636,92.865891555065,12.13273413692322,6.06636706846161,11.49083684748198,10.056572987975922,9.507073457920557,20.61639405905525,0.0,20.05844080987514,5.145664014026554,3.380492052384918,0.9737534052999742,4.627242259171112,5.810256603119455,5.554423463734265,0.0,0.5217391304347826,30,0,6,0,2,2,0,1,2,3,0,0,6,0,7,4,4,0,1,1,0,0,5.145051768045565,5,3.5904200000000026,112.25800000000005,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ritonavir,13.867316916540334,13.867316916540334,0.06706243300136205,-1.0488532991638568,0.10624046585910327,13.68,720.9620000000002,672.5780000000002,720.312760636,268,0,0.4073141084370974,-0.4437652036234549,0.4437652036234549,0.4073141084370974,0.9,1.56,2.14,32.13466401595849,9.92797498055118,2.306639915411908,-2.303712768623036,2.2018052937742216,-2.5543814826597355,7.094793898130492,-0.12444634034955696,3.7921793348755144,1.4637670685945983,1557.1732042756778,36.04503034869461,29.24353314531864,30.87652630717409,23.97727464143374,16.809050565648977,18.568356188158763,13.04173583848222,14.902314971567556,8.129844994772245,10.077090874431377,5.386474611348257,6.718416169253567,-4.33,99661659139.94312,38.47159782577355,19.165556143146798,12.21811936765673,302.0583739168024,30.69366589151023,12.648722793660879,0.0,5.907179729351506,0.0,12.124354583276487,9.77851570501903,14.573052889090853,0.0,22.673571755869474,88.35861948337862,36.30727389833341,30.584325200065532,39.779801781828745,24.227001900856223,40.70510606849747,0.0,30.818232584763887,5.917906046161393,90.25644695931959,7.04767198267719,104.45671816910901,0.0,0.0,15.950365812018994,9.589074368143644,0.0,22.673571755869474,69.28308933808296,35.524681754149384,5.917906046161393,66.73927833664641,77.75111630031248,0.0,0.0,0.0,145.78000000000003,30.322728946130603,19.490138947056174,0.0,30.8839038752899,25.304305697925987,26.705601868796514,16.236695608785215,30.091840705842383,79.89120785446327,39.765797253294664,4.736862953800049,5.424978507101565,2.9499528922081164,50.97752074868346,23.4906276799991,4.35270225484641,-0.2767656664093314,16.78617448703173,0.8361452993284628,8.282283762480287,1.6763800347301994,0.43243243243243246,50,4,11,0,0,0,4,2,2,4,4,0,9,4,13,2,17,0,0,0,0,0,14.746591360928546,4,5.905200000000008,196.89689999999945,0,1,1,0,0,2,0,0,0,0,3,3,0,0,0,3,3,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1
Salicin,9.84195389266818,9.84195389266818,0.25635345804988674,-1.4933437263794407,0.4499934043405802,33.95,286.28000000000003,268.13599999999997,286.105252916,112,0,0.22873842796797722,-0.46160463625848625,0.46160463625848625,0.22873842796797722,1.0,1.7,2.35,16.705617398089913,9.991957099543663,2.4431060594737386,-2.3925466516396385,2.2587468101012442,-2.596114870338643,5.3235576666792035,-0.27721260862715386,2.4796425470028733,2.150476439325157,417.80141641941213,14.698306133819765,10.662930543507246,10.662930543507246,9.578917360319545,6.240768411273733,6.240768411273733,4.580964375839901,4.580964375839901,3.2345245218029945,3.2345245218029945,2.03929550135312,2.03929550135312,-1.2200000000000002,33824.80398366619,15.174225254339698,6.4871088740546545,2.927399855562322,115.17842598673784,35.006362881803625,30.165377384277114,0.0,6.290026729335213,0.0,0.0,0.0,0.0,0.0,0.0,18.19910120538483,6.06636706846161,5.563451491696996,13.213763929025836,35.006362881803625,0.0,0.0,0.0,0.0,37.312774244841336,6.606881964512918,29.828919765543436,0.0,5.749511833283905,4.736862953800049,0.0,5.749511833283905,0.0,62.84541121904486,11.343744918312968,0.0,5.563451491696996,24.26546827384644,0.0,0.0,0.0,119.61000000000001,37.312774244841336,20.426109579362823,0.0,6.606881964512918,11.3129633249809,0.0,0.0,24.26546827384644,0.0,0.0,14.580253302440804,10.646073318216176,0.0,0.0,47.416194124254645,0.4902409297052157,0.2910459183673475,6.607681983287142,-6.67350731187537,-0.7777289619551517,0.0,0.5384615384615384,20,5,7,0,1,1,0,1,0,1,5,0,7,5,7,1,4,0,1,1,0,0,4.921842565216565,2,-1.6424000000000003,66.76000000000003,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tetracycline,13.313695042831949,13.313695042831949,0.13483134920634954,-2.745033659297053,0.33611046163052427,34.375,444.44000000000017,420.2480000000002,444.1532657279999,170,0,0.25545083550226955,-0.5096506200499406,0.5096506200499406,0.25545083550226955,1.15625,1.78125,2.34375,16.349699175563906,9.551796936412533,2.651285642757626,-2.5236262184562994,2.5598964472465933,-2.646058105542869,6.244441577254117,-0.151482772377465,2.679151582051959,2.047922027130386,1112.6924704186526,23.911330893400955,17.65658510990527,17.65658510990527,14.772521257536152,9.970255028284186,9.970255028284186,8.961853968764315,8.961853968764315,7.022223248043209,7.022223248043209,5.508747012158584,5.508747012158584,-3.210000000000001,7541988.5274806805,22.00076096960224,6.644026762190543,2.4784840440451306,182.42923685321395,31.266304451365713,22.840946106665523,11.384295757348628,5.783244946364939,5.907179729351506,0.0,19.28352128306594,0.0,0.0,0.0,12.13273413692322,39.06972134812962,17.408916622392056,17.206343131828646,39.91624852641899,17.473669622081385,0.0,4.899909730850478,17.56947956948497,30.588501273731968,14.09534396535438,51.990542992229706,0.0,5.749511833283905,5.733667477162185,0.0,5.749511833283905,0.0,73.64445193262142,15.190125179127332,11.835812092322787,29.265998990082448,40.863640008835716,0.0,0.0,0.0,181.61999999999998,74.9674748022543,39.91624852641899,0.0,17.547724606320003,0.0,0.0,44.11809210128031,0.0,0.0,0.0,5.733667477162185,0.0,0.0,39.85973178974171,55.03620969495338,-0.6537508730280193,-7.891260886171374,3.050557292176384,-0.19998204837490552,1.4026620895271689,3.062499607842321,0.4090909090909091,32,7,10,3,0,3,1,1,0,1,5,0,9,6,10,0,2,0,0,0,0,2,4.567926395956076,4,-0.21439999999999992,109.54090000000005,0,4,2,0,0,0,0,1,0,0,3,3,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Vardenafil,13.41591174339596,13.41591174339596,0.14744517405727775,-3.708997994616681,0.5164114874787473,15.764705882352942,488.61400000000043,456.3580000000003,488.22057450399996,184,0,0.29903363710085024,-0.49311161830197897,0.49311161830197897,0.29903363710085024,1.088235294117647,1.8235294117647058,2.4705882352941178,32.23342767180354,10.15989009002188,2.290328140728579,-2.3285017822132192,2.3134336290693454,-2.478604021312317,7.887447604947354,0.19609058786742523,3.148223437593766,1.8159231890244247,1294.0575928603212,24.457454678884094,20.166214486880364,20.98271106780809,16.293592089014194,11.776249109658538,13.216312438459179,8.35415032768326,10.292085307624923,6.150662570871856,8.045299437468262,4.326535269648444,5.775484923201262,-2.76,44976779.31883958,24.367281858677618,9.847325219794989,4.468392132046619,199.16304001362022,9.636772684650527,11.573916331283833,11.341105215616189,10.023291153407584,5.559266895052008,0.0,9.893218992372859,17.91717339889177,9.289194512243443,0.0,13.847474399381248,45.012153633604655,32.59984724657631,22.75974492657615,13.154659938128987,15.539991871023846,0.0,28.78716246595779,0.0,45.43207552013229,39.33066399407579,40.07123777735704,0.0,17.137367822980828,10.296129848852058,0.0,5.749511833283905,0.0,76.53562344436251,16.444112776333593,6.923737199690624,38.710365714846276,27.889121864974427,0.0,16.904556707313183,0.0,112.9,15.582558048459592,13.212334168400758,0.0,10.719887973517702,61.730321248534835,18.78998252683851,4.305215991296234,29.638236298691076,13.847474399381248,26.890285780736555,4.736862953800049,35.765463852475484,0.0,24.03245615145686,3.1765886628603077,0.9948914712767012,1.419877318544364,4.7229770303183,1.5479493638903064,11.29879414379436,-3.708997994616681,0.5217391304347826,34,1,10,0,1,1,0,1,2,3,0,0,8,1,11,3,8,0,1,1,0,0,7.057427917200265,4,2.07042,129.81750000000005,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,5,1,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Yohimbine,12.375015607355074,12.375015607355074,0.1989002267573694,-0.5684953441253047,0.7729574057454922,34.0,354.45000000000005,328.2420000000001,354.1943426919999,138,0,0.31108605578335624,-0.4687127960577246,0.4687127960577246,0.31108605578335624,1.3076923076923077,2.1538461538461537,3.0,16.52523932459658,9.646026524591417,2.4907320017090586,-2.504604439699187,2.4880320289545796,-2.5285631957079637,5.84746094762928,-0.15977834887227815,3.04933738748874,1.5224844729137554,821.6759316980769,17.83613433532446,15.149716881753564,15.149716881753564,12.669035095596021,9.764845273747566,9.764845273747566,8.17682383836293,8.17682383836293,7.021976395412436,7.021976395412436,5.803663075090398,5.803663075090398,-1.85,1806939.7570294277,16.33286330839924,6.1000986211832116,2.3343481805079356,152.87811685076474,14.827368869587962,0.0,0.0,0.0,0.0,5.969305287951849,9.694446914922299,0.0,0.0,0.0,18.19910120538483,49.14891714418543,29.68636573875467,25.17351080433519,14.637927532712576,16.872230220032904,0.0,9.883888251797686,17.75371813848418,37.8290937086003,20.199310353102682,35.5228477603919,0.0,0.0,0.0,0.0,0.0,0.0,47.26299767544122,15.95222176079788,17.75371813848418,36.56168518447144,24.26546827384644,0.0,10.902924932081056,0.0,65.56,6.103966387748303,9.901064578912528,0.0,17.805117380274638,18.380568498235363,32.351977680603184,29.270101959904046,0.0,0.0,34.14935652564412,4.736862953800049,5.042281761865546,0.0,18.62289574088997,11.823777083389727,3.9588197331401704,0.054143702233979796,8.830938960396933,3.1366515004889823,2.0957654635928447,1.4347260540018476,0.5714285714285714,26,2,5,1,2,3,0,1,1,2,5,0,4,2,5,3,1,1,1,2,0,0,3.832002959520772,5,2.6471000000000013,98.66050000000006,0,1,1,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
